Vote,Sector,Subprogram,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Performance (%),Deviation (UGX),Execution Status,Source File
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,14.92,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,22.05,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,22.05,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",2019-20,3.4,,,,,,ABPR%20FY%202019-20.pdf
14,Health,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",2019-20,3.4,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",2019-20,3.4,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",2019-20,3.4,,,,,,ABPR%20FY%202019-20.pdf
13,Education,0708 Education and Social Services,2019-20,44.97,,,,,,ABPR%20FY%202019-20.pdf
13,Education,Programme 0708 Education and Social Services,2019-20,44.97,,,,,,ABPR%20FY%202019-20.pdf
13,Education,11 Education and Social Services,2019-20,42.3,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0115 LGMSD (former LGDP)
0423 Schools' Facilities Grant",2019-20,1.37,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,12.1,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,12.1,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,5.19,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,5.19,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",2019-20,1.2,,,,,,ABPR%20FY%202019-20.pdf
14,Health,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",2019-20,1.2,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",2019-20,1.2,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",2019-20,1.2,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"Class: Outputs Provided
211101 General Staff Salaries
211102 Contract Staff Salaries
211103 Allowances (Inc. Casuals, Temporary)
212101 Social Security Contributions
213001 Medical expenses (To employees)
213002 Incapacity, death benefits and funeral expenses
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221004 Recruitment Expenses
221005 Hire of Venue (chairs, projector, etc)
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221016 IFMS Recurrent costs
221017 Subscriptions
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223007 Other Utilities- (fuel, gas, firewood, charcoal)
224001 Medical Supplies
224004 Cleaning and Sanitation
224005 Uniforms, Beddings and Protective Gear
224006 Agricultural Supplies
225001 Consultancy Services- Short term
226001 Insurances
226002 Licenses
227001 Travel inland
227002 Travel abroad",2019-20,12.98,,,,,,ABPR%20FY%202019-20.pdf
13,Education,0752 Education Personnel Policy and Management,2019-20,9.42,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0752 Education Personnel Policy and
Management",2019-20,9.42,,,,,,ABPR%20FY%202019-20.pdf
13,Education,1271 Support to Education Service Commission,2019-20,0.19,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,286.61,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,286.61,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,29.5,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,29.5,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"02 College of Natural Sciences
03 College of Health Sciences
04 College of Business and Management Sciences
05 College of Computing and Information Sciences
06 College of Engineering, Design Art and Technology
07 College of Humanities and Social Sciences
08 College of Agricultural and Environmental Sciences
09 College of Education and External Studies
10 College of Veterinary Medicine, Animal resources and
Biosecurity
11 School of Law
12 Jinja Campus",2019-20,1.82,,,,,,ABPR%20FY%202019-20.pdf
14,Health,"02 College of Natural Sciences
03 College of Health Sciences
04 College of Business and Management Sciences
05 College of Computing and Information Sciences
06 College of Engineering, Design Art and Technology
07 College of Humanities and Social Sciences
08 College of Agricultural and Environmental Sciences
09 College of Education and External Studies
10 College of Veterinary Medicine, Animal resources and
Biosecurity
11 School of Law
12 Jinja Campus",2019-20,1.82,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"02 College of Natural Sciences
03 College of Health Sciences
04 College of Business and Management Sciences
05 College of Computing and Information Sciences
06 College of Engineering, Design Art and Technology
07 College of Humanities and Social Sciences
08 College of Agricultural and Environmental Sciences
09 College of Education and External Studies
10 College of Veterinary Medicine, Animal resources and
Biosecurity
11 School of Law
12 Jinja Campus",2019-20,1.82,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,16.61,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,16.61,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,30.52,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,30.52,,,,,,ABPR%20FY%202019-20.pdf
14,Health,"03 Faculty of Science
04 Faculty of Medicine
06 Faculty of Applied Sciences
07 Faculty of Computing and Informatics
08 Faculty of Business and management Sciences
09 Faculty of Interdisciplinary Studies
10 Institute of Maternal and New born Child Health
11 Directorate of Research and Graduate Training",2019-20,5.52,,,,,,ABPR%20FY%202019-20.pdf
14,Health,"03 Faculty of Science
04 Faculty of Medicine
06 Faculty of Applied Sciences
07 Faculty of Computing and Informatics
08 Faculty of Business and management Sciences
09 Faculty of Interdisciplinary Studies
10 Institute of Maternal and New born Child Health
11 Directorate of Research and Graduate Training",2019-20,5.52,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,75.15,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,75.15,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,1.54,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,1.54,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"14 Faculty of Computing and Informatics
15 Faculty of Management
16 Faculty of Marketing Leisure & Hosp Mgt
17 Faculty of Commerce
18 Faculty of Vocational Distance Education
19 Faculty of Graduate Studies & Research
20 Faculty of Entrepreneurship & Business Administration
21 Arua Campus
22 Mbarara Campus
23 Mbale Campus
24 Jinja Campus
25 Faculty of Energy Economics & Mgt",2019-20,0.18,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,79.61,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,79.61,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,52.69,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,52.69,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"03 Faculty of Arts & Social Sciences
04 Faculty of Science
05 School of Management & Entrepreneurship
06 Faculty of Engineering
07 Faculty of Education
08 Faculty of Vocational Studies
09 Faculty of Special Needs and Rehabilitation
10 Graduate School
11 Affiliations & Extensions
12 ODEL (Distance e-learning)
13 DEPE (Distance Education, Primary External)",2019-20,7.85,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"03 Faculty of Arts & Social Sciences
04 Faculty of Science
05 School of Management & Entrepreneurship
06 Faculty of Engineering
07 Faculty of Education
08 Faculty of Vocational Studies
09 Faculty of Special Needs and Rehabilitation
10 Graduate School
11 Affiliations & Extensions
12 ODEL (Distance e-learning)
13 DEPE (Distance Education, Primary External)",2019-20,7.85,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"03 Faculty of Arts & Social Sciences
04 Faculty of Science
05 School of Management & Entrepreneurship
06 Faculty of Engineering
07 Faculty of Education
08 Faculty of Vocational Studies
09 Faculty of Special Needs and Rehabilitation
10 Graduate School
11 Affiliations & Extensions
12 ODEL (Distance e-learning)
13 DEPE (Distance Education, Primary External)",2019-20,7.85,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"03 Faculty of Arts & Social Sciences
04 Faculty of Science
05 School of Management & Entrepreneurship
06 Faculty of Engineering
07 Faculty of Education
08 Faculty of Vocational Studies
09 Faculty of Special Needs and Rehabilitation
10 Graduate School
11 Affiliations & Extensions
12 ODEL (Distance e-learning)
13 DEPE (Distance Education, Primary External)",2019-20,7.85,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,29.09,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,29.09,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,4.2,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,4.2,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"04 School of Management Science
05 School of Civil Service, Policy and Governance
06 School of Business Management
07 School of Distance Learning & Information Technology
08 Research and Outreaches",2019-20,0.77,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,24.78,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,24.78,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,23.67,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,23.67,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"07 Research and Graduate Studies
08 Faculty of Education and Humanities
09 Faculty of Agriculture and Environment
10 Faculty of Business and Development Studies
11 Faculty of Sciences
12 Faculty of Medicine
13 Faculty of Laws
14 Institute of Peace and Strategic Studies",2019-20,0.73,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"07 Research and Graduate Studies
08 Faculty of Education and Humanities
09 Faculty of Agriculture and Environment
10 Faculty of Business and Development Studies
11 Faculty of Sciences
12 Faculty of Medicine
13 Faculty of Laws
14 Institute of Peace and Strategic Studies",2019-20,0.73,,,,,,ABPR%20FY%202019-20.pdf
10,Agriculture,"07 Research and Graduate Studies
08 Faculty of Education and Humanities
09 Faculty of Agriculture and Environment
10 Faculty of Business and Development Studies
11 Faculty of Sciences
12 Faculty of Medicine
13 Faculty of Laws
14 Institute of Peace and Strategic Studies",2019-20,0.73,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,12.6,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,12.6,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,6.3,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,6.3,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"06 Faculty of Health Science
07 Faculty of Management Sciences Programme
10 Faculty of Education",2019-20,4.33,,,,,,ABPR%20FY%202019-20.pdf
14,Health,"06 Faculty of Health Science
07 Faculty of Management Sciences Programme
10 Faculty of Education",2019-20,4.33,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"1415 Support to NCDC Infrastructure Development
1434 Retooling of the National Curriculum Development
Centre",2019-20,1.23,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,31.53,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,31.53,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,0.82,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"Programme 0714 Delivery of Tertiary Education
Programme",2019-20,0.82,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"08 Faculty of Education
09 Faculty of Science
10 Faculty of Arts and Social Sciences
11 Faculty of Computing, Library and Information Science
12 Faculty of Engineering, Technology, Applied Design &
Fine Art
13 School of Medicine
14 Institute of Language Studies",2019-20,0.03,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,13.32,,,,,,ABPR%20FY%202019-20.pdf
13,Education,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",2019-20,13.32,,,,,,ABPR%20FY%202019-20.pdf
